10.0341	Seq: 0	ACK: 1	time: 10017	echo: 10000 
10.0688	Seq: 1	ACK: 1501	time: 10051	echo: 10034 
10.0709	Seq: 1	ACK: 4501	time: 10053	echo: 10034 
10.0733	Seq: 1	ACK: 7501	time: 10056	echo: 10034 
10.0753	Seq: 1	ACK: 10501	time: 10058	echo: 10034 
10.0773	Seq: 1	ACK: 13501	time: 10060	echo: 10034 
10.1036	Seq: 1	ACK: 16501	time: 10086	echo: 10034 
10.1057	Seq: 1	ACK: 19501	time: 10088	echo: 10068 
10.1068	Seq: 1	ACK: 22501	time: 10089	echo: 10070 
10.1099	Seq: 1	ACK: 25501	time: 10092	echo: 10070 
10.111	Seq: 1	ACK: 28501	time: 10093	echo: 10073 
10.1141	Seq: 1	ACK: 31501	time: 10097	echo: 10073 
10.1152	Seq: 1	ACK: 34501	time: 10098	echo: 10075 
10.1183	Seq: 1	ACK: 37501	time: 10101	echo: 10075 
10.1194	Seq: 1	ACK: 40501	time: 10102	echo: 10077 
10.1384	Seq: 1	ACK: 43501	time: 10121	echo: 10077 
10.1394	Seq: 1	ACK: 46501	time: 10122	echo: 10103 
10.1426	Seq: 1	ACK: 49501	time: 10125	echo: 10103 
10.1436	Seq: 1	ACK: 52501	time: 10126	echo: 10105 
10.1447	Seq: 1	ACK: 55501	time: 10127	echo: 10105 
10.1457	Seq: 1	ACK: 58501	time: 10128	echo: 10106 
10.151	Seq: 1	ACK: 61501	time: 10133	echo: 10106 
10.152	Seq: 1	ACK: 64501	time: 10135	echo: 10109 
10.1531	Seq: 1	ACK: 67501	time: 10136	echo: 10109 
10.1541	Seq: 1	ACK: 70501	time: 10137	echo: 10110 
10.1594	Seq: 1	ACK: 73501	time: 10142	echo: 10110 
10.1604	Seq: 1	ACK: 76501	time: 10143	echo: 10114 
10.1615	Seq: 1	ACK: 79501	time: 10144	echo: 10114 
10.1625	Seq: 1	ACK: 82501	time: 10145	echo: 10115 
10.1678	Seq: 1	ACK: 85501	time: 10150	echo: 10115 
10.1689	Seq: 1	ACK: 88501	time: 10151	echo: 10118 
10.1699	Seq: 1	ACK: 91501	time: 10152	echo: 10118 
10.171	Seq: 1	ACK: 94501	time: 10153	echo: 10119 
10.1762	Seq: 1	ACK: 97501	time: 10159	echo: 10119 
10.1773	Seq: 1	ACK: 100501	time: 10160	echo: 10138 
10.1783	Seq: 1	ACK: 103501	time: 10161	echo: 10138 
10.1794	Seq: 1	ACK: 106501	time: 10162	echo: 10139 
10.1846	Seq: 1	ACK: 109501	time: 10167	echo: 10139 
10.1857	Seq: 1	ACK: 112501	time: 10168	echo: 10142 
10.1867	Seq: 1	ACK: 115501	time: 10169	echo: 10142 
10.1878	Seq: 1	ACK: 118501	time: 10170	echo: 10143 
10.1888	Seq: 1	ACK: 121501	time: 10171	echo: 10143 
10.1899	Seq: 1	ACK: 124501	time: 10172	echo: 10144 
10.1909	Seq: 1	ACK: 127501	time: 10173	echo: 10144 
10.192	Seq: 1	ACK: 130501	time: 10174	echo: 10145 
10.2014	Seq: 1	ACK: 133501	time: 10184	echo: 10145 
10.2025	Seq: 1	ACK: 136501	time: 10185	echo: 10150 
10.2035	Seq: 1	ACK: 139501	time: 10186	echo: 10150 
10.2046	Seq: 1	ACK: 142501	time: 10187	echo: 10152 
10.2056	Seq: 1	ACK: 145501	time: 10188	echo: 10152 
10.2067	Seq: 1	ACK: 148501	time: 10189	echo: 10153 
10.2077	Seq: 1	ACK: 151501	time: 10190	echo: 10153 
10.2088	Seq: 1	ACK: 154501	time: 10191	echo: 10154 
10.2182	Seq: 1	ACK: 157501	time: 10201	echo: 10154 
10.2193	Seq: 1	ACK: 160501	time: 10202	echo: 10159 
10.2203	Seq: 1	ACK: 163501	time: 10203	echo: 10159 
10.2214	Seq: 1	ACK: 166501	time: 10204	echo: 10160 
10.2224	Seq: 1	ACK: 169501	time: 10205	echo: 10160 
10.2235	Seq: 1	ACK: 172501	time: 10206	echo: 10161 
10.2245	Seq: 1	ACK: 175501	time: 10207	echo: 10161 
10.2256	Seq: 1	ACK: 178501	time: 10208	echo: 10162 
10.235	Seq: 1	ACK: 181501	time: 10218	echo: 10162 
10.2361	Seq: 1	ACK: 184501	time: 10219	echo: 10167 
